Fecha;Localidad;Temperatura
2017-01-19 12:00:00;Málaga-Alhaurín de la Torre;10,0
2017-01-19 12:00:00;Málaga-Cártama;8,0
2017-01-19 12:00:00;Málaga-Málaga;10,0
2017-01-19 12:00:00;València/Valencia-Aldaia;7,0
2017-01-19 12:00:00;València/Valencia-Manises;7,0
2017-01-19 12:00:00;València/Valencia-Paterna;8,0
2017-01-19 12:00:00;València/Valencia-Quart de Poblet;7,0
2017-01-19 12:00:00;Valladolid-Arroyo de la Encomienda;3,0
2017-01-19 12:00:00;Valladolid-Cistérniga;4,0
2017-01-19 12:00:00;Valladolid-Valladolid;3,0
2017-01-19 12:00:00;Valladolid-Zaratán;3,0
2017-01-19 12:00:00;Zaragoza-Zaragoza;6,0
2017-01-19 13:00:00;A Coruña-Cambre;8,0
2017-01-19 13:00:00;A Coruña-Culleredo;8,0
2017-01-19 13:00:00;Albacete-Albacete;3,0
2017-01-19 13:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-19 13:00:00;Badajoz-Badajoz;9,0
2017-01-19 13:00:00;Badajoz-Pueblonuevo del Guadiana;9,0
2017-01-19 13:00:00;Badajoz-Talavera la Real;10,0
2017-01-19 13:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-19 13:00:00;Barcelona-Viladecans;11,0
2017-01-19 13:00:00;Cantabria-Camargo;5,0
2017-01-19 13:00:00;Cantabria-Santa Cruz de Bezana;5,0
2017-01-19 13:00:00;Córdoba-Córdoba;9,0
2017-01-19 13:00:00;Córdoba-Palma del Río;9,0
2017-01-19 13:00:00;Madrid-Alcobendas;7,0
2017-01-19 13:00:00;Madrid-Coslada;7,0
2017-01-19 13:00:00;Madrid-Madrid;7,0
2017-01-19 13:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-19 13:00:00;Málaga-Alhaurín de la Torre;11,0
2017-01-19 13:00:00;Málaga-Cártama;9,0
2017-01-19 13:00:00;Málaga-Málaga;11,0
2017-01-19 13:00:00;València/Valencia-Aldaia;7,0
2017-01-19 13:00:00;València/Valencia-Manises;7,0
2017-01-19 13:00:00;València/Valencia-Paterna;7,0
2017-01-19 13:00:00;València/Valencia-Quart de Poblet;7,0
2017-01-19 13:00:00;Valladolid-Arroyo de la Encomienda;5,0
2017-01-19 13:00:00;Valladolid-Cistérniga;5,0
2017-01-19 13:00:00;Valladolid-Valladolid;5,0
2017-01-19 13:00:00;Valladolid-Zaratán;4,0
2017-01-19 13:00:00;Zaragoza-Zaragoza;7,0
2017-01-19 14:00:00;A Coruña-Cambre;8,0
2017-01-19 14:00:00;A Coruña-Culleredo;8,0
2017-01-19 14:00:00;Albacete-Albacete;3,0
2017-01-19 14:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-19 14:00:00;Badajoz-Badajoz;10,0
2017-01-19 14:00:00;Badajoz-Pueblonuevo del Guadiana;10,0
2017-01-19 14:00:00;Badajoz-Talavera la Real;10,0
2017-01-19 14:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-19 14:00:00;Barcelona-Viladecans;11,0
2017-01-19 14:00:00;Cantabria-Camargo;6,0
2017-01-19 14:00:00;Cantabria-Santa Cruz de Bezana;6,0
2017-01-19 14:00:00;Córdoba-Córdoba;10,0
2017-01-19 14:00:00;Córdoba-Palma del Río;10,0
2017-01-19 14:00:00;Madrid-Alcobendas;8,0
2017-01-19 14:00:00;Madrid-Coslada;8,0
2017-01-19 14:00:00;Madrid-Madrid;8,0
2017-01-19 14:00:00;Madrid-Torrejón de Ardoz;10,0
2017-01-19 14:00:00;Málaga-Alhaurín de la Torre;12,0
2017-01-19 14:00:00;Málaga-Cártama;11,0
2017-01-19 14:00:00;Málaga-Málaga;12,0
2017-01-19 14:00:00;València/Valencia-Aldaia;6,0
2017-01-19 14:00:00;València/Valencia-Manises;6,0
2017-01-19 14:00:00;València/Valencia-Paterna;6,0
2017-01-19 14:00:00;València/Valencia-Quart de Poblet;6,0
2017-01-19 14:00:00;Valladolid-Arroyo de la Encomienda;6,0
2017-01-19 14:00:00;Valladolid-Cistérniga;6,0
2017-01-19 14:00:00;Valladolid-Valladolid;6,0
2017-01-19 14:00:00;Valladolid-Zaratán;5,0
2017-01-19 14:00:00;Zaragoza-Zaragoza;8,0
2017-01-19 15:00:00;A Coruña-Cambre;8,0
2017-01-19 15:00:00;A Coruña-Culleredo;9,0
2017-01-19 15:00:00;Albacete-Albacete;3,0
2017-01-19 15:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-19 15:00:00;Badajoz-Badajoz;11,0
2017-01-19 15:00:00;Badajoz-Pueblonuevo del Guadiana;11,0
2017-01-19 15:00:00;Badajoz-Talavera la Real;11,0
2017-01-19 15:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-19 15:00:00;Barcelona-Viladecans;11,0
2017-01-19 15:00:00;Cantabria-Camargo;6,0
2017-01-19 15:00:00;Cantabria-Santa Cruz de Bezana;6,0
2017-01-19 15:00:00;Córdoba-Córdoba;11,0
2017-01-19 15:00:00;Córdoba-Palma del Río;12,0
2017-01-19 15:00:00;Madrid-Alcobendas;8,0
2017-01-19 15:00:00;Madrid-Coslada;9,0
2017-01-19 15:00:00;Madrid-Madrid;9,0
2017-01-19 15:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-19 15:00:00;Málaga-Alhaurín de la Torre;13,0
2017-01-19 15:00:00;Málaga-Cártama;12,0
2017-01-19 15:00:00;Málaga-Málaga;13,0
2017-01-19 15:00:00;València/Valencia-Aldaia;7,0
2017-01-19 15:00:00;València/Valencia-Manises;7,0
2017-01-19 15:00:00;València/Valencia-Paterna;7,0
2017-01-19 15:00:00;València/Valencia-Quart de Poblet;7,0
2017-01-19 15:00:00;Valladolid-Arroyo de la Encomienda;7,0
2017-01-19 15:00:00;Valladolid-Cistérniga;7,0
2017-01-19 15:00:00;Valladolid-Valladolid;7,0
2017-01-19 15:00:00;Valladolid-Zaratán;7,0
2017-01-19 15:00:00;Zaragoza-Zaragoza;9,0
2017-01-19 16:00:00;A Coruña-Cambre;7,0
2017-01-19 16:00:00;A Coruña-Culleredo;7,0
2017-01-19 16:00:00;Albacete-Albacete;3,0
2017-01-19 16:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-19 16:00:00;Badajoz-Badajoz;9,0
2017-01-19 16:00:00;Badajoz-Pueblonuevo del Guadiana;10,0
2017-01-19 16:00:00;Badajoz-Talavera la Real;10,0
2017-01-19 16:00:00;Barcelona-Sant Climent de Llobregat;10,0
2017-01-19 16:00:00;Barcelona-Viladecans;10,0
2017-01-19 16:00:00;Cantabria-Camargo;6,0
2017-01-19 16:00:00;Cantabria-Santa Cruz de Bezana;6,0
2017-01-19 16:00:00;Córdoba-Córdoba;10,0
2017-01-19 16:00:00;Córdoba-Palma del Río;10,0
2017-01-19 16:00:00;Madrid-Alcobendas;7,0
2017-01-19 16:00:00;Madrid-Coslada;8,0
2017-01-19 16:00:00;Madrid-Madrid;8,0
2017-01-19 16:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-19 16:00:00;Málaga-Alhaurín de la Torre;12,0
2017-01-19 16:00:00;Málaga-Cártama;11,0
2017-01-19 16:00:00;Málaga-Málaga;14,0
2017-01-19 16:00:00;València/Valencia-Aldaia;8,0
2017-01-19 16:00:00;València/Valencia-Manises;8,0
2017-01-19 16:00:00;València/Valencia-Paterna;8,0
2017-01-19 16:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-19 16:00:00;Valladolid-Arroyo de la Encomienda;6,0
2017-01-19 16:00:00;Valladolid-Cistérniga;5,0
2017-01-19 16:00:00;Valladolid-Valladolid;5,0
2017-01-19 16:00:00;Valladolid-Zaratán;5,0
2017-01-19 16:00:00;Zaragoza-Zaragoza;7,0
2017-01-19 17:00:00;A Coruña-Cambre;6,0
2017-01-19 17:00:00;A Coruña-Culleredo;6,0
2017-01-19 17:00:00;Albacete-Albacete;2,0
2017-01-19 17:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 17:00:00;Badajoz-Badajoz;8,0
2017-01-19 17:00:00;Badajoz-Pueblonuevo del Guadiana;8,0
2017-01-19 17:00:00;Badajoz-Talavera la Real;9,0
2017-01-19 17:00:00;Barcelona-Sant Climent de Llobregat;10,0
2017-01-19 17:00:00;Barcelona-Viladecans;10,0
2017-01-19 17:00:00;Cantabria-Camargo;5,0
2017-01-19 17:00:00;Cantabria-Santa Cruz de Bezana;5,0
2017-01-19 17:00:00;Córdoba-Córdoba;10,0
2017-01-19 17:00:00;Córdoba-Palma del Río;8,0
2017-01-19 17:00:00;Madrid-Alcobendas;6,0
2017-01-19 17:00:00;Madrid-Coslada;6,0
2017-01-19 17:00:00;Madrid-Madrid;7,0
2017-01-19 17:00:00;Madrid-Torrejón de Ardoz;7,0
2017-01-19 17:00:00;Málaga-Alhaurín de la Torre;12,0
2017-01-19 17:00:00;Málaga-Cártama;10,0
2017-01-19 17:00:00;Málaga-Málaga;13,0
2017-01-19 17:00:00;València/Valencia-Aldaia;9,0
2017-01-19 17:00:00;València/Valencia-Manises;9,0
2017-01-19 17:00:00;València/Valencia-Paterna;8,0
2017-01-19 17:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-19 17:00:00;Valladolid-Arroyo de la Encomienda;4,0
2017-01-19 17:00:00;Valladolid-Cistérniga;3,0
2017-01-19 17:00:00;Valladolid-Valladolid;4,0
2017-01-19 17:00:00;Valladolid-Zaratán;3,0
2017-01-19 17:00:00;Zaragoza-Zaragoza;6,0
2017-01-19 18:00:00;A Coruña-Cambre;4,0
2017-01-19 18:00:00;A Coruña-Culleredo;5,0
2017-01-19 18:00:00;Albacete-Albacete;2,0
2017-01-19 18:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 18:00:00;Badajoz-Badajoz;6,0
2017-01-19 18:00:00;Badajoz-Pueblonuevo del Guadiana;7,0
2017-01-19 18:00:00;Badajoz-Talavera la Real;7,0
2017-01-19 18:00:00;Barcelona-Sant Climent de Llobregat;9,0
2017-01-19 18:00:00;Barcelona-Viladecans;9,0
2017-01-19 18:00:00;Cantabria-Camargo;5,0
2017-01-19 18:00:00;Cantabria-Santa Cruz de Bezana;5,0
2017-01-19 18:00:00;Córdoba-Córdoba;9,0
2017-01-19 18:00:00;Córdoba-Palma del Río;9,0
2017-01-19 18:00:00;Madrid-Alcobendas;5,0
2017-01-19 18:00:00;Madrid-Coslada;5,0
2017-01-19 18:00:00;Madrid-Madrid;6,0
2017-01-19 18:00:00;Madrid-Torrejón de Ardoz;5,0
2017-01-19 18:00:00;Málaga-Alhaurín de la Torre;11,0
2017-01-19 18:00:00;Málaga-Cártama;9,0
2017-01-19 18:00:00;Málaga-Málaga;11,0
2017-01-19 18:00:00;València/Valencia-Aldaia;9,0
2017-01-19 18:00:00;València/Valencia-Manises;9,0
2017-01-19 18:00:00;València/Valencia-Paterna;9,0
2017-01-19 18:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-19 18:00:00;Valladolid-Arroyo de la Encomienda;2,0
2017-01-19 18:00:00;Valladolid-Cistérniga;1,0
2017-01-19 18:00:00;Valladolid-Valladolid;2,0
2017-01-19 18:00:00;Valladolid-Zaratán;2,0
2017-01-19 18:00:00;Zaragoza-Zaragoza;4,0
2017-01-19 19:00:00;A Coruña-Cambre;5,0
2017-01-19 19:00:00;A Coruña-Culleredo;6,0
2017-01-19 19:00:00;Albacete-Albacete;2,0
2017-01-19 19:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 19:00:00;Badajoz-Badajoz;4,0
2017-01-19 19:00:00;Badajoz-Pueblonuevo del Guadiana;5,0
2017-01-19 19:00:00;Badajoz-Talavera la Real;5,0
2017-01-19 19:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-19 19:00:00;Barcelona-Viladecans;8,0
2017-01-19 19:00:00;Cantabria-Camargo;5,0
2017-01-19 19:00:00;Cantabria-Santa Cruz de Bezana;5,0
2017-01-19 19:00:00;Córdoba-Córdoba;7,0
2017-01-19 19:00:00;Córdoba-Palma del Río;8,0
2017-01-19 19:00:00;Madrid-Alcobendas;4,0
2017-01-19 19:00:00;Madrid-Coslada;4,0
2017-01-19 19:00:00;Madrid-Madrid;5,0
2017-01-19 19:00:00;Madrid-Torrejón de Ardoz;4,0
2017-01-19 19:00:00;Málaga-Alhaurín de la Torre;9,0
2017-01-19 19:00:00;Málaga-Cártama;8,0
2017-01-19 19:00:00;Málaga-Málaga;10,0
2017-01-19 19:00:00;València/Valencia-Aldaia;9,0
2017-01-19 19:00:00;València/Valencia-Manises;9,0
2017-01-19 19:00:00;València/Valencia-Paterna;8,0
2017-01-19 19:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-19 19:00:00;Valladolid-Arroyo de la Encomienda;1,0
2017-01-19 19:00:00;Valladolid-Cistérniga;0,0
2017-01-19 19:00:00;Valladolid-Valladolid;1,0
2017-01-19 19:00:00;Valladolid-Zaratán;0,0
2017-01-19 19:00:00;Zaragoza-Zaragoza;4,0
2017-01-19 20:00:00;A Coruña-Cambre;2,0
2017-01-19 20:00:00;A Coruña-Culleredo;4,0
2017-01-19 20:00:00;Albacete-Albacete;2,0
2017-01-19 20:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 20:00:00;Badajoz-Badajoz;3,0
2017-01-19 20:00:00;Badajoz-Pueblonuevo del Guadiana;4,0
2017-01-19 20:00:00;Badajoz-Talavera la Real;4,0
2017-01-19 20:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-19 20:00:00;Barcelona-Viladecans;8,0
2017-01-19 20:00:00;Cantabria-Camargo;4,0
2017-01-19 20:00:00;Cantabria-Santa Cruz de Bezana;4,0
2017-01-19 20:00:00;Córdoba-Córdoba;6,0
2017-01-19 20:00:00;Córdoba-Palma del Río;6,0
2017-01-19 20:00:00;Madrid-Alcobendas;3,0
2017-01-19 20:00:00;Madrid-Coslada;4,0
2017-01-19 20:00:00;Madrid-Madrid;5,0
2017-01-19 20:00:00;Madrid-Torrejón de Ardoz;4,0
2017-01-19 20:00:00;Málaga-Alhaurín de la Torre;9,0
2017-01-19 20:00:00;Málaga-Cártama;8,0
2017-01-19 20:00:00;Málaga-Málaga;9,0
2017-01-19 20:00:00;València/Valencia-Aldaia;8,0
2017-01-19 20:00:00;València/Valencia-Manises;8,0
2017-01-19 20:00:00;València/Valencia-Paterna;8,0
2017-01-19 20:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-19 20:00:00;Valladolid-Arroyo de la Encomienda;0,0
2017-01-19 20:00:00;Valladolid-Cistérniga;-1,0
2017-01-19 20:00:00;Valladolid-Valladolid;0,0
2017-01-19 20:00:00;Valladolid-Zaratán;0,0
2017-01-19 20:00:00;Zaragoza-Zaragoza;3,0
2017-01-19 21:00:00;A Coruña-Cambre;2,0
2017-01-19 21:00:00;A Coruña-Culleredo;2,0
2017-01-19 21:00:00;Albacete-Albacete;2,0
2017-01-19 21:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 21:00:00;Badajoz-Badajoz;2,0
2017-01-19 21:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-19 21:00:00;Badajoz-Talavera la Real;3,0
2017-01-19 21:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-19 21:00:00;Barcelona-Viladecans;8,0
2017-01-19 21:00:00;Cantabria-Camargo;4,0
2017-01-19 21:00:00;Cantabria-Santa Cruz de Bezana;4,0
2017-01-19 21:00:00;Córdoba-Córdoba;7,0
2017-01-19 21:00:00;Córdoba-Palma del Río;7,0
2017-01-19 21:00:00;Madrid-Alcobendas;3,0
2017-01-19 21:00:00;Madrid-Coslada;3,0
2017-01-19 21:00:00;Madrid-Madrid;4,0
2017-01-19 21:00:00;Madrid-Torrejón de Ardoz;4,0
2017-01-19 21:00:00;Málaga-Alhaurín de la Torre;8,0
2017-01-19 21:00:00;Málaga-Cártama;7,0
2017-01-19 21:00:00;Málaga-Málaga;9,0
2017-01-19 21:00:00;València/Valencia-Aldaia;8,0
2017-01-19 21:00:00;València/Valencia-Manises;8,0
2017-01-19 21:00:00;València/Valencia-Paterna;8,0
2017-01-19 21:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-19 21:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-19 21:00:00;Valladolid-Cistérniga;-1,0
2017-01-19 21:00:00;Valladolid-Valladolid;-1,0
2017-01-19 21:00:00;Valladolid-Zaratán;-1,0
2017-01-19 21:00:00;Zaragoza-Zaragoza;4,0
2017-01-19 22:00:00;A Coruña-Cambre;2,0
2017-01-19 22:00:00;A Coruña-Culleredo;2,0
2017-01-19 22:00:00;Albacete-Albacete;2,0
2017-01-19 22:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 22:00:00;Badajoz-Badajoz;2,0
2017-01-19 22:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-19 22:00:00;Badajoz-Talavera la Real;3,0
2017-01-19 22:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-19 22:00:00;Barcelona-Viladecans;8,0
2017-01-19 22:00:00;Cantabria-Camargo;4,0
2017-01-19 22:00:00;Cantabria-Santa Cruz de Bezana;4,0
2017-01-19 22:00:00;Córdoba-Córdoba;6,0
2017-01-19 22:00:00;Córdoba-Palma del Río;7,0
2017-01-19 22:00:00;Madrid-Alcobendas;3,0
2017-01-19 22:00:00;Madrid-Coslada;3,0
2017-01-19 22:00:00;Madrid-Madrid;4,0
2017-01-19 22:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-19 22:00:00;Málaga-Alhaurín de la Torre;8,0
2017-01-19 22:00:00;Málaga-Cártama;7,0
2017-01-19 22:00:00;Málaga-Málaga;9,0
2017-01-19 22:00:00;València/Valencia-Aldaia;8,0
2017-01-19 22:00:00;València/Valencia-Manises;8,0
2017-01-19 22:00:00;València/Valencia-Paterna;9,0
2017-01-19 22:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-19 22:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-19 22:00:00;Valladolid-Cistérniga;-1,0
2017-01-19 22:00:00;Valladolid-Valladolid;-1,0
2017-01-19 22:00:00;Valladolid-Zaratán;-1,0
2017-01-19 22:00:00;Zaragoza-Zaragoza;4,0
2017-01-19 23:00:00;A Coruña-Cambre;1,0
2017-01-19 23:00:00;A Coruña-Culleredo;1,0
2017-01-19 23:00:00;Albacete-Albacete;2,0
2017-01-19 23:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-19 23:00:00;Badajoz-Badajoz;1,0
2017-01-19 23:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-19 23:00:00;Badajoz-Talavera la Real;3,0
2017-01-19 23:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-19 23:00:00;Barcelona-Viladecans;8,0
2017-01-19 23:00:00;Cantabria-Camargo;3,0
2017-01-19 23:00:00;Cantabria-Santa Cruz de Bezana;3,0
2017-01-19 23:00:00;Córdoba-Córdoba;5,0
2017-01-19 23:00:00;Córdoba-Palma del Río;6,0
2017-01-19 23:00:00;Madrid-Alcobendas;3,0
2017-01-19 23:00:00;Madrid-Coslada;3,0
2017-01-19 23:00:00;Madrid-Madrid;4,0
2017-01-19 23:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-19 23:00:00;Málaga-Alhaurín de la Torre;8,0
2017-01-19 23:00:00;Málaga-Cártama;7,0
2017-01-19 23:00:00;Málaga-Málaga;8,0
2017-01-19 23:00:00;València/Valencia-Aldaia;9,0
2017-01-19 23:00:00;València/Valencia-Manises;9,0
2017-01-19 23:00:00;València/Valencia-Paterna;9,0
2017-01-19 23:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-19 23:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-19 23:00:00;Valladolid-Cistérniga;-2,0
2017-01-19 23:00:00;Valladolid-Valladolid;-1,0
2017-01-19 23:00:00;Valladolid-Zaratán;-2,0
2017-01-19 23:00:00;Zaragoza-Zaragoza;3,0
2017-01-20 00:00:00;A Coruña-Cambre;1,0
2017-01-20 00:00:00;A Coruña-Culleredo;1,0
2017-01-20 00:00:00;Albacete-Albacete;2,0
2017-01-20 00:00:00;Albacete-Chinchilla de Monte-Aragón;0,0
2017-01-20 00:00:00;Badajoz-Badajoz;1,0
2017-01-20 00:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-20 00:00:00;Badajoz-Talavera la Real;3,0
2017-01-20 00:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-20 00:00:00;Barcelona-Viladecans;8,0
2017-01-20 00:00:00;Cantabria-Camargo;3,0
2017-01-20 00:00:00;Cantabria-Santa Cruz de Bezana;3,0
2017-01-20 00:00:00;Córdoba-Córdoba;4,0
2017-01-20 00:00:00;Córdoba-Palma del Río;6,0
2017-01-20 00:00:00;Madrid-Alcobendas;2,0
2017-01-20 00:00:00;Madrid-Coslada;3,0
2017-01-20 00:00:00;Madrid-Madrid;4,0
2017-01-20 00:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-20 00:00:00;Málaga-Alhaurín de la Torre;7,0
2017-01-20 00:00:00;Málaga-Cártama;6,0
2017-01-20 00:00:00;Málaga-Málaga;8,0
2017-01-20 00:00:00;València/Valencia-Aldaia;9,0
2017-01-20 00:00:00;València/Valencia-Manises;9,0
2017-01-20 00:00:00;València/Valencia-Paterna;9,0
2017-01-20 00:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-20 00:00:00;Valladolid-Arroyo de la Encomienda;-2,0
2017-01-20 00:00:00;Valladolid-Cistérniga;-2,0
2017-01-20 00:00:00;Valladolid-Valladolid;-2,0
2017-01-20 00:00:00;Valladolid-Zaratán;-2,0
2017-01-20 00:00:00;Zaragoza-Zaragoza;3,0
2017-01-20 01:00:00;A Coruña-Cambre;2,0
2017-01-20 01:00:00;A Coruña-Culleredo;1,0
2017-01-20 01:00:00;Albacete-Albacete;2,0
2017-01-20 01:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-20 01:00:00;Badajoz-Badajoz;1,0
2017-01-20 01:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-20 01:00:00;Badajoz-Talavera la Real;3,0
2017-01-20 01:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-20 01:00:00;Barcelona-Viladecans;8,0
2017-01-20 01:00:00;Cantabria-Camargo;3,0
2017-01-20 01:00:00;Cantabria-Santa Cruz de Bezana;3,0
2017-01-20 01:00:00;Córdoba-Córdoba;4,0
2017-01-20 01:00:00;Córdoba-Palma del Río;6,0
2017-01-20 01:00:00;Madrid-Alcobendas;2,0
2017-01-20 01:00:00;Madrid-Coslada;3,0
2017-01-20 01:00:00;Madrid-Madrid;4,0
2017-01-20 01:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-20 01:00:00;Málaga-Alhaurín de la Torre;7,0
2017-01-20 01:00:00;Málaga-Cártama;6,0
2017-01-20 01:00:00;Málaga-Málaga;8,0
2017-01-20 01:00:00;València/Valencia-Aldaia;9,0
2017-01-20 01:00:00;València/Valencia-Manises;9,0
2017-01-20 01:00:00;València/Valencia-Paterna;9,0
2017-01-20 01:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-20 01:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-20 01:00:00;Valladolid-Cistérniga;-2,0
2017-01-20 01:00:00;Valladolid-Valladolid;-2,0
2017-01-20 01:00:00;Valladolid-Zaratán;-2,0
2017-01-20 01:00:00;Zaragoza-Zaragoza;4,0
2017-01-20 02:00:00;A Coruña-Cambre;0,0
2017-01-20 02:00:00;A Coruña-Culleredo;0,0
2017-01-20 02:00:00;Albacete-Albacete;2,0
2017-01-20 02:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-20 02:00:00;Badajoz-Badajoz;1,0
2017-01-20 02:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-20 02:00:00;Badajoz-Talavera la Real;3,0
2017-01-20 02:00:00;Barcelona-Sant Climent de Llobregat;7,0
2017-01-20 02:00:00;Barcelona-Viladecans;7,0
2017-01-20 02:00:00;Cantabria-Camargo;3,0
2017-01-20 02:00:00;Cantabria-Santa Cruz de Bezana;3,0
2017-01-20 02:00:00;Córdoba-Córdoba;3,0
2017-01-20 02:00:00;Córdoba-Palma del Río;5,0
2017-01-20 02:00:00;Madrid-Alcobendas;3,0
2017-01-20 02:00:00;Madrid-Coslada;3,0
2017-01-20 02:00:00;Madrid-Madrid;4,0
2017-01-20 02:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-20 02:00:00;Málaga-Alhaurín de la Torre;6,0
2017-01-20 02:00:00;Málaga-Cártama;5,0
2017-01-20 02:00:00;Málaga-Málaga;7,0
2017-01-20 02:00:00;València/Valencia-Aldaia;8,0
2017-01-20 02:00:00;València/Valencia-Manises;8,0
2017-01-20 02:00:00;València/Valencia-Paterna;9,0
2017-01-20 02:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-20 02:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-20 02:00:00;Valladolid-Cistérniga;-1,0
2017-01-20 02:00:00;Valladolid-Valladolid;-2,0
2017-01-20 02:00:00;Valladolid-Zaratán;-2,0
2017-01-20 02:00:00;Zaragoza-Zaragoza;3,0
2017-01-20 03:00:00;A Coruña-Cambre;0,0
2017-01-20 03:00:00;A Coruña-Culleredo;0,0
2017-01-20 03:00:00;Albacete-Albacete;2,0
2017-01-20 03:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-20 03:00:00;Badajoz-Badajoz;1,0
2017-01-20 03:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-20 03:00:00;Badajoz-Talavera la Real;2,0
2017-01-20 03:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-20 03:00:00;Barcelona-Viladecans;8,0
2017-01-20 03:00:00;Cantabria-Camargo;3,0
2017-01-20 03:00:00;Cantabria-Santa Cruz de Bezana;3,0
2017-01-20 03:00:00;Córdoba-Córdoba;3,0
2017-01-20 03:00:00;Córdoba-Palma del Río;5,0
2017-01-20 03:00:00;Madrid-Alcobendas;3,0
2017-01-20 03:00:00;Madrid-Coslada;3,0
2017-01-20 03:00:00;Madrid-Madrid;4,0
2017-01-20 03:00:00;Madrid-Torrejón de Ardoz;3,0
2017-01-20 03:00:00;Málaga-Alhaurín de la Torre;6,0
2017-01-20 03:00:00;Málaga-Cártama;5,0
2017-01-20 03:00:00;Málaga-Málaga;7,0
2017-01-20 03:00:00;València/Valencia-Aldaia;8,0
2017-01-20 03:00:00;València/Valencia-Manises;8,0
2017-01-20 03:00:00;València/Valencia-Paterna;9,0
2017-01-20 03:00:00;València/Valencia-Quart de Poblet;8,0
2017-01-20 03:00:00;Valladolid-Arroyo de la Encomienda;-1,0
2017-01-20 03:00:00;Valladolid-Cistérniga;-1,0
2017-01-20 03:00:00;Valladolid-Valladolid;-2,0
2017-01-20 03:00:00;Valladolid-Zaratán;-2,0
2017-01-20 03:00:00;Zaragoza-Zaragoza;3,0
2017-01-20 04:00:00;A Coruña-Cambre;0,0
2017-01-20 04:00:00;A Coruña-Culleredo;-1,0
2017-01-20 04:00:00;Albacete-Albacete;2,0
2017-01-20 04:00:00;Albacete-Chinchilla de Monte-Aragón;1,0
2017-01-20 04:00:00;Badajoz-Badajoz;1,0
2017-01-20 04:00:00;Badajoz-Pueblonuevo del Guadiana;3,0
2017-01-20 04:00:00;Badajoz-Talavera la Real;3,0
2017-01-20 04:00:00;Barcelona-Sant Climent de Llobregat;8,0
