Fecha;Localidad;Temperatura
2017-01-16 10:00:00;Badajoz-Badajoz;4,0
2017-01-16 10:00:00;Badajoz-Pueblonuevo del Guadiana;5,0
2017-01-16 10:00:00;Badajoz-Talavera la Real;4,0
2017-01-16 10:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-16 10:00:00;Barcelona-Viladecans;8,0
2017-01-16 10:00:00;Cantabria-Camargo;11,0
2017-01-16 10:00:00;Cantabria-Santa Cruz de Bezana;11,0
2017-01-16 10:00:00;Córdoba-Córdoba;7,0
2017-01-16 10:00:00;Córdoba-Palma del Río;7,0
2017-01-16 10:00:00;Madrid-Alcobendas;6,0
2017-01-16 10:00:00;Madrid-Coslada;6,0
2017-01-16 10:00:00;Madrid-Madrid;7,0
2017-01-16 10:00:00;Madrid-Torrejón de Ardoz;6,0
2017-01-16 10:00:00;Málaga-Alhaurín de la Torre;13,0
2017-01-16 10:00:00;Málaga-Cártama;12,0
2017-01-16 10:00:00;Málaga-Málaga;13,0
2017-01-16 10:00:00;València/Valencia-Aldaia;14,0
2017-01-16 10:00:00;València/Valencia-Manises;14,0
2017-01-16 10:00:00;València/Valencia-Paterna;14,0
2017-01-16 10:00:00;València/Valencia-Quart de Poblet;14,0
2017-01-16 10:00:00;Valladolid-Arroyo de la Encomienda;4,0
2017-01-16 10:00:00;Valladolid-Cistérniga;3,0
2017-01-16 10:00:00;Valladolid-Valladolid;4,0
2017-01-16 10:00:00;Valladolid-Zaratán;3,0
2017-01-16 10:00:00;Zaragoza-Zaragoza;11,0
2017-01-16 11:00:00;A Coruña-Cambre;9,0
2017-01-16 11:00:00;A Coruña-Culleredo;10,0
2017-01-16 11:00:00;Albacete-Albacete;6,0
2017-01-16 11:00:00;Albacete-Chinchilla de Monte-Aragón;5,0
2017-01-16 11:00:00;Badajoz-Badajoz;7,0
2017-01-16 11:00:00;Badajoz-Pueblonuevo del Guadiana;7,0
2017-01-16 11:00:00;Badajoz-Talavera la Real;7,0
2017-01-16 11:00:00;Barcelona-Sant Climent de Llobregat;9,0
2017-01-16 11:00:00;Barcelona-Viladecans;9,0
2017-01-16 11:00:00;Cantabria-Camargo;12,0
2017-01-16 11:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 11:00:00;Córdoba-Córdoba;10,0
2017-01-16 11:00:00;Córdoba-Palma del Río;10,0
2017-01-16 11:00:00;Madrid-Alcobendas;8,0
2017-01-16 11:00:00;Madrid-Coslada;8,0
2017-01-16 11:00:00;Madrid-Madrid;8,0
2017-01-16 11:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-16 11:00:00;Málaga-Alhaurín de la Torre;15,0
2017-01-16 11:00:00;Málaga-Cártama;14,0
2017-01-16 11:00:00;Málaga-Málaga;16,0
2017-01-16 11:00:00;València/Valencia-Aldaia;15,0
2017-01-16 11:00:00;València/Valencia-Manises;15,0
2017-01-16 11:00:00;València/Valencia-Paterna;15,0
2017-01-16 11:00:00;València/Valencia-Quart de Poblet;15,0
2017-01-16 11:00:00;Valladolid-Arroyo de la Encomienda;6,0
2017-01-16 11:00:00;Valladolid-Cistérniga;6,0
2017-01-16 11:00:00;Valladolid-Valladolid;6,0
2017-01-16 11:00:00;Valladolid-Zaratán;5,0
2017-01-16 11:00:00;Zaragoza-Zaragoza;12,0
2017-01-16 12:00:00;A Coruña-Cambre;11,0
2017-01-16 12:00:00;A Coruña-Culleredo;11,0
2017-01-16 12:00:00;Albacete-Albacete;8,0
2017-01-16 12:00:00;Albacete-Chinchilla de Monte-Aragón;6,0
2017-01-16 12:00:00;Badajoz-Badajoz;10,0
2017-01-16 12:00:00;Badajoz-Pueblonuevo del Guadiana;10,0
2017-01-16 12:00:00;Badajoz-Talavera la Real;10,0
2017-01-16 12:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-16 12:00:00;Barcelona-Viladecans;11,0
2017-01-16 12:00:00;Cantabria-Camargo;11,0
2017-01-16 12:00:00;Cantabria-Santa Cruz de Bezana;11,0
2017-01-16 12:00:00;Córdoba-Córdoba;12,0
2017-01-16 12:00:00;Córdoba-Palma del Río;13,0
2017-01-16 12:00:00;Madrid-Alcobendas;10,0
2017-01-16 12:00:00;Madrid-Coslada;10,0
2017-01-16 12:00:00;Madrid-Madrid;10,0
2017-01-16 12:00:00;Madrid-Torrejón de Ardoz;10,0
2017-01-16 12:00:00;Málaga-Alhaurín de la Torre;17,0
2017-01-16 12:00:00;Málaga-Cártama;16,0
2017-01-16 12:00:00;Málaga-Málaga;18,0
2017-01-16 12:00:00;València/Valencia-Aldaia;16,0
2017-01-16 12:00:00;València/Valencia-Manises;16,0
2017-01-16 12:00:00;València/Valencia-Paterna;17,0
2017-01-16 12:00:00;València/Valencia-Quart de Poblet;16,0
2017-01-16 12:00:00;Valladolid-Arroyo de la Encomienda;9,0
2017-01-16 12:00:00;Valladolid-Cistérniga;8,0
2017-01-16 12:00:00;Valladolid-Valladolid;8,0
2017-01-16 12:00:00;Valladolid-Zaratán;8,0
2017-01-16 12:00:00;Zaragoza-Zaragoza;13,0
2017-01-16 13:00:00;A Coruña-Cambre;12,0
2017-01-16 13:00:00;A Coruña-Culleredo;12,0
2017-01-16 13:00:00;Albacete-Albacete;10,0
2017-01-16 13:00:00;Albacete-Chinchilla de Monte-Aragón;8,0
2017-01-16 13:00:00;Badajoz-Badajoz;12,0
2017-01-16 13:00:00;Badajoz-Pueblonuevo del Guadiana;11,0
2017-01-16 13:00:00;Badajoz-Talavera la Real;11,0
2017-01-16 13:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-16 13:00:00;Barcelona-Viladecans;11,0
2017-01-16 13:00:00;Cantabria-Camargo;11,0
2017-01-16 13:00:00;Cantabria-Santa Cruz de Bezana;11,0
2017-01-16 13:00:00;Córdoba-Córdoba;14,0
2017-01-16 13:00:00;Córdoba-Palma del Río;14,0
2017-01-16 13:00:00;Madrid-Alcobendas;11,0
2017-01-16 13:00:00;Madrid-Coslada;11,0
2017-01-16 13:00:00;Madrid-Madrid;10,0
2017-01-16 13:00:00;Madrid-Torrejón de Ardoz;11,0
2017-01-16 13:00:00;Málaga-Alhaurín de la Torre;18,0
2017-01-16 13:00:00;Málaga-Cártama;16,0
2017-01-16 13:00:00;Málaga-Málaga;18,0
2017-01-16 13:00:00;València/Valencia-Aldaia;16,0
2017-01-16 13:00:00;València/Valencia-Manises;16,0
2017-01-16 13:00:00;València/Valencia-Paterna;17,0
2017-01-16 13:00:00;València/Valencia-Quart de Poblet;16,0
2017-01-16 13:00:00;Valladolid-Arroyo de la Encomienda;10,0
2017-01-16 13:00:00;Valladolid-Cistérniga;9,0
2017-01-16 13:00:00;Valladolid-Valladolid;9,0
2017-01-16 13:00:00;Valladolid-Zaratán;9,0
2017-01-16 13:00:00;Zaragoza-Zaragoza;13,0
2017-01-16 14:00:00;A Coruña-Cambre;13,0
2017-01-16 14:00:00;A Coruña-Culleredo;13,0
2017-01-16 14:00:00;Albacete-Albacete;11,0
2017-01-16 14:00:00;Albacete-Chinchilla de Monte-Aragón;9,0
2017-01-16 14:00:00;Badajoz-Badajoz;13,0
2017-01-16 14:00:00;Badajoz-Pueblonuevo del Guadiana;12,0
2017-01-16 14:00:00;Badajoz-Talavera la Real;12,0
2017-01-16 14:00:00;Barcelona-Sant Climent de Llobregat;12,0
2017-01-16 14:00:00;Barcelona-Viladecans;12,0
2017-01-16 14:00:00;Cantabria-Camargo;12,0
2017-01-16 14:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 14:00:00;Córdoba-Córdoba;15,0
2017-01-16 14:00:00;Córdoba-Palma del Río;15,0
2017-01-16 14:00:00;Madrid-Alcobendas;11,0
2017-01-16 14:00:00;Madrid-Coslada;12,0
2017-01-16 14:00:00;Madrid-Madrid;11,0
2017-01-16 14:00:00;Madrid-Torrejón de Ardoz;12,0
2017-01-16 14:00:00;Málaga-Alhaurín de la Torre;18,0
2017-01-16 14:00:00;Málaga-Cártama;17,0
2017-01-16 14:00:00;Málaga-Málaga;18,0
2017-01-16 14:00:00;València/Valencia-Aldaia;16,0
2017-01-16 14:00:00;València/Valencia-Manises;16,0
2017-01-16 14:00:00;València/Valencia-Paterna;17,0
2017-01-16 14:00:00;València/Valencia-Quart de Poblet;16,0
2017-01-16 14:00:00;Valladolid-Arroyo de la Encomienda;11,0
2017-01-16 14:00:00;Valladolid-Cistérniga;10,0
2017-01-16 14:00:00;Valladolid-Valladolid;10,0
2017-01-16 14:00:00;Valladolid-Zaratán;10,0
2017-01-16 14:00:00;Zaragoza-Zaragoza;13,0
2017-01-16 15:00:00;A Coruña-Cambre;12,0
2017-01-16 15:00:00;A Coruña-Culleredo;12,0
2017-01-16 15:00:00;Albacete-Albacete;11,0
2017-01-16 15:00:00;Albacete-Chinchilla de Monte-Aragón;9,0
2017-01-16 15:00:00;Badajoz-Badajoz;14,0
2017-01-16 15:00:00;Badajoz-Pueblonuevo del Guadiana;14,0
2017-01-16 15:00:00;Badajoz-Talavera la Real;14,0
2017-01-16 15:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-16 15:00:00;Barcelona-Viladecans;11,0
2017-01-16 15:00:00;Cantabria-Camargo;12,0
2017-01-16 15:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 15:00:00;Córdoba-Córdoba;16,0
2017-01-16 15:00:00;Córdoba-Palma del Río;17,0
2017-01-16 15:00:00;Madrid-Alcobendas;11,0
2017-01-16 15:00:00;Madrid-Coslada;11,0
2017-01-16 15:00:00;Madrid-Madrid;11,0
2017-01-16 15:00:00;Madrid-Torrejón de Ardoz;11,0
2017-01-16 15:00:00;Málaga-Alhaurín de la Torre;19,0
2017-01-16 15:00:00;Málaga-Cártama;18,0
2017-01-16 15:00:00;Málaga-Málaga;19,0
2017-01-16 15:00:00;València/Valencia-Aldaia;16,0
2017-01-16 15:00:00;València/Valencia-Manises;16,0
2017-01-16 15:00:00;València/Valencia-Paterna;16,0
2017-01-16 15:00:00;València/Valencia-Quart de Poblet;16,0
2017-01-16 15:00:00;Valladolid-Arroyo de la Encomienda;10,0
2017-01-16 15:00:00;Valladolid-Cistérniga;9,0
2017-01-16 15:00:00;Valladolid-Valladolid;10,0
2017-01-16 15:00:00;Valladolid-Zaratán;9,0
2017-01-16 15:00:00;Zaragoza-Zaragoza;13,0
2017-01-16 16:00:00;A Coruña-Cambre;11,0
2017-01-16 16:00:00;A Coruña-Culleredo;12,0
2017-01-16 16:00:00;Albacete-Albacete;12,0
2017-01-16 16:00:00;Albacete-Chinchilla de Monte-Aragón;9,0
2017-01-16 16:00:00;Badajoz-Badajoz;12,0
2017-01-16 16:00:00;Badajoz-Pueblonuevo del Guadiana;12,0
2017-01-16 16:00:00;Badajoz-Talavera la Real;12,0
2017-01-16 16:00:00;Barcelona-Sant Climent de Llobregat;11,0
2017-01-16 16:00:00;Barcelona-Viladecans;11,0
2017-01-16 16:00:00;Cantabria-Camargo;12,0
2017-01-16 16:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 16:00:00;Córdoba-Córdoba;14,0
2017-01-16 16:00:00;Córdoba-Palma del Río;15,0
2017-01-16 16:00:00;Madrid-Alcobendas;10,0
2017-01-16 16:00:00;Madrid-Coslada;10,0
2017-01-16 16:00:00;Madrid-Madrid;10,0
2017-01-16 16:00:00;Madrid-Torrejón de Ardoz;10,0
2017-01-16 16:00:00;Málaga-Alhaurín de la Torre;17,0
2017-01-16 16:00:00;Málaga-Cártama;16,0
2017-01-16 16:00:00;Málaga-Málaga;18,0
2017-01-16 16:00:00;València/Valencia-Aldaia;15,0
2017-01-16 16:00:00;València/Valencia-Manises;15,0
2017-01-16 16:00:00;València/Valencia-Paterna;15,0
2017-01-16 16:00:00;València/Valencia-Quart de Poblet;15,0
2017-01-16 16:00:00;Valladolid-Arroyo de la Encomienda;8,0
2017-01-16 16:00:00;Valladolid-Cistérniga;8,0
2017-01-16 16:00:00;Valladolid-Valladolid;8,0
2017-01-16 16:00:00;Valladolid-Zaratán;8,0
2017-01-16 16:00:00;Zaragoza-Zaragoza;12,0
2017-01-16 17:00:00;A Coruña-Cambre;11,0
2017-01-16 17:00:00;A Coruña-Culleredo;11,0
2017-01-16 17:00:00;Albacete-Albacete;11,0
2017-01-16 17:00:00;Albacete-Chinchilla de Monte-Aragón;8,0
2017-01-16 17:00:00;Badajoz-Badajoz;10,0
2017-01-16 17:00:00;Badajoz-Pueblonuevo del Guadiana;10,0
2017-01-16 17:00:00;Badajoz-Talavera la Real;10,0
2017-01-16 17:00:00;Barcelona-Sant Climent de Llobregat;10,0
2017-01-16 17:00:00;Barcelona-Viladecans;10,0
2017-01-16 17:00:00;Cantabria-Camargo;12,0
2017-01-16 17:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 17:00:00;Córdoba-Córdoba;12,0
2017-01-16 17:00:00;Córdoba-Palma del Río;13,0
2017-01-16 17:00:00;Madrid-Alcobendas;9,0
2017-01-16 17:00:00;Madrid-Coslada;9,0
2017-01-16 17:00:00;Madrid-Madrid;9,0
2017-01-16 17:00:00;Madrid-Torrejón de Ardoz;10,0
2017-01-16 17:00:00;Málaga-Alhaurín de la Torre;15,0
2017-01-16 17:00:00;Málaga-Cártama;14,0
2017-01-16 17:00:00;Málaga-Málaga;16,0
2017-01-16 17:00:00;València/Valencia-Aldaia;14,0
2017-01-16 17:00:00;València/Valencia-Manises;14,0
2017-01-16 17:00:00;València/Valencia-Paterna;14,0
2017-01-16 17:00:00;València/Valencia-Quart de Poblet;14,0
2017-01-16 17:00:00;Valladolid-Arroyo de la Encomienda;7,0
2017-01-16 17:00:00;Valladolid-Cistérniga;7,0
2017-01-16 17:00:00;Valladolid-Valladolid;7,0
2017-01-16 17:00:00;Valladolid-Zaratán;7,0
2017-01-16 17:00:00;Zaragoza-Zaragoza;11,0
2017-01-16 18:00:00;A Coruña-Cambre;10,0
2017-01-16 18:00:00;A Coruña-Culleredo;11,0
2017-01-16 18:00:00;Albacete-Albacete;10,0
2017-01-16 18:00:00;Albacete-Chinchilla de Monte-Aragón;7,0
2017-01-16 18:00:00;Badajoz-Badajoz;9,0
2017-01-16 18:00:00;Badajoz-Pueblonuevo del Guadiana;8,0
2017-01-16 18:00:00;Badajoz-Talavera la Real;8,0
2017-01-16 18:00:00;Barcelona-Sant Climent de Llobregat;10,0
2017-01-16 18:00:00;Barcelona-Viladecans;10,0
2017-01-16 18:00:00;Cantabria-Camargo;12,0
2017-01-16 18:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 18:00:00;Córdoba-Córdoba;10,0
2017-01-16 18:00:00;Córdoba-Palma del Río;13,0
2017-01-16 18:00:00;Madrid-Alcobendas;8,0
2017-01-16 18:00:00;Madrid-Coslada;8,0
2017-01-16 18:00:00;Madrid-Madrid;8,0
2017-01-16 18:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-16 18:00:00;Málaga-Alhaurín de la Torre;14,0
2017-01-16 18:00:00;Málaga-Cártama;12,0
2017-01-16 18:00:00;Málaga-Málaga;15,0
2017-01-16 18:00:00;València/Valencia-Aldaia;13,0
2017-01-16 18:00:00;València/Valencia-Manises;13,0
2017-01-16 18:00:00;València/Valencia-Paterna;13,0
2017-01-16 18:00:00;València/Valencia-Quart de Poblet;13,0
2017-01-16 18:00:00;Valladolid-Arroyo de la Encomienda;6,0
2017-01-16 18:00:00;Valladolid-Cistérniga;5,0
2017-01-16 18:00:00;Valladolid-Valladolid;6,0
2017-01-16 18:00:00;Valladolid-Zaratán;5,0
2017-01-16 18:00:00;Zaragoza-Zaragoza;10,0
2017-01-16 19:00:00;A Coruña-Cambre;9,0
2017-01-16 19:00:00;A Coruña-Culleredo;9,0
2017-01-16 19:00:00;Albacete-Albacete;9,0
2017-01-16 19:00:00;Albacete-Chinchilla de Monte-Aragón;6,0
2017-01-16 19:00:00;Badajoz-Badajoz;9,0
2017-01-16 19:00:00;Badajoz-Pueblonuevo del Guadiana;9,0
2017-01-16 19:00:00;Badajoz-Talavera la Real;9,0
2017-01-16 19:00:00;Barcelona-Sant Climent de Llobregat;10,0
2017-01-16 19:00:00;Barcelona-Viladecans;10,0
2017-01-16 19:00:00;Cantabria-Camargo;12,0
2017-01-16 19:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 19:00:00;Córdoba-Córdoba;11,0
2017-01-16 19:00:00;Córdoba-Palma del Río;9,0
2017-01-16 19:00:00;Madrid-Alcobendas;8,0
2017-01-16 19:00:00;Madrid-Coslada;8,0
2017-01-16 19:00:00;Madrid-Madrid;9,0
2017-01-16 19:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-16 19:00:00;Málaga-Alhaurín de la Torre;13,0
2017-01-16 19:00:00;Málaga-Cártama;12,0
2017-01-16 19:00:00;Málaga-Málaga;15,0
2017-01-16 19:00:00;València/Valencia-Aldaia;12,0
2017-01-16 19:00:00;València/Valencia-Manises;12,0
2017-01-16 19:00:00;València/Valencia-Paterna;12,0
2017-01-16 19:00:00;València/Valencia-Quart de Poblet;12,0
2017-01-16 19:00:00;Valladolid-Arroyo de la Encomienda;5,0
2017-01-16 19:00:00;Valladolid-Cistérniga;4,0
2017-01-16 19:00:00;Valladolid-Valladolid;5,0
2017-01-16 19:00:00;Valladolid-Zaratán;5,0
2017-01-16 19:00:00;Zaragoza-Zaragoza;10,0
2017-01-16 20:00:00;A Coruña-Cambre;8,0
2017-01-16 20:00:00;A Coruña-Culleredo;9,0
2017-01-16 20:00:00;Albacete-Albacete;8,0
2017-01-16 20:00:00;Albacete-Chinchilla de Monte-Aragón;6,0
2017-01-16 20:00:00;Badajoz-Badajoz;7,0
2017-01-16 20:00:00;Badajoz-Pueblonuevo del Guadiana;8,0
2017-01-16 20:00:00;Badajoz-Talavera la Real;7,0
2017-01-16 20:00:00;Barcelona-Sant Climent de Llobregat;9,0
2017-01-16 20:00:00;Barcelona-Viladecans;9,0
2017-01-16 20:00:00;Cantabria-Camargo;12,0
2017-01-16 20:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 20:00:00;Córdoba-Córdoba;9,0
2017-01-16 20:00:00;Córdoba-Palma del Río;7,0
2017-01-16 20:00:00;Madrid-Alcobendas;7,0
2017-01-16 20:00:00;Madrid-Coslada;8,0
2017-01-16 20:00:00;Madrid-Madrid;9,0
2017-01-16 20:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-16 20:00:00;Málaga-Alhaurín de la Torre;12,0
2017-01-16 20:00:00;Málaga-Cártama;11,0
2017-01-16 20:00:00;Málaga-Málaga;14,0
2017-01-16 20:00:00;València/Valencia-Aldaia;11,0
2017-01-16 20:00:00;València/Valencia-Manises;11,0
2017-01-16 20:00:00;València/Valencia-Paterna;12,0
2017-01-16 20:00:00;València/Valencia-Quart de Poblet;11,0
2017-01-16 20:00:00;Valladolid-Arroyo de la Encomienda;4,0
2017-01-16 20:00:00;Valladolid-Cistérniga;3,0
2017-01-16 20:00:00;Valladolid-Valladolid;4,0
2017-01-16 20:00:00;Valladolid-Zaratán;4,0
2017-01-16 20:00:00;Zaragoza-Zaragoza;9,0
2017-01-16 21:00:00;A Coruña-Cambre;7,0
2017-01-16 21:00:00;A Coruña-Culleredo;8,0
2017-01-16 21:00:00;Albacete-Albacete;8,0
2017-01-16 21:00:00;Albacete-Chinchilla de Monte-Aragón;6,0
2017-01-16 21:00:00;Badajoz-Badajoz;5,0
2017-01-16 21:00:00;Badajoz-Pueblonuevo del Guadiana;6,0
2017-01-16 21:00:00;Badajoz-Talavera la Real;5,0
2017-01-16 21:00:00;Barcelona-Sant Climent de Llobregat;9,0
2017-01-16 21:00:00;Barcelona-Viladecans;9,0
2017-01-16 21:00:00;Cantabria-Camargo;11,0
2017-01-16 21:00:00;Cantabria-Santa Cruz de Bezana;11,0
2017-01-16 21:00:00;Córdoba-Córdoba;7,0
2017-01-16 21:00:00;Córdoba-Palma del Río;7,0
2017-01-16 21:00:00;Madrid-Alcobendas;7,0
2017-01-16 21:00:00;Madrid-Coslada;8,0
2017-01-16 21:00:00;Madrid-Madrid;9,0
2017-01-16 21:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-16 21:00:00;Málaga-Alhaurín de la Torre;11,0
2017-01-16 21:00:00;Málaga-Cártama;10,0
2017-01-16 21:00:00;Málaga-Málaga;13,0
2017-01-16 21:00:00;València/Valencia-Aldaia;11,0
2017-01-16 21:00:00;València/Valencia-Manises;11,0
2017-01-16 21:00:00;València/Valencia-Paterna;12,0
2017-01-16 21:00:00;València/Valencia-Quart de Poblet;11,0
2017-01-16 21:00:00;Valladolid-Arroyo de la Encomienda;4,0
2017-01-16 21:00:00;Valladolid-Cistérniga;2,0
2017-01-16 21:00:00;Valladolid-Valladolid;3,0
2017-01-16 21:00:00;Valladolid-Zaratán;3,0
2017-01-16 21:00:00;Zaragoza-Zaragoza;9,0
2017-01-16 22:00:00;A Coruña-Cambre;7,0
2017-01-16 22:00:00;A Coruña-Culleredo;8,0
2017-01-16 22:00:00;Albacete-Albacete;7,0
2017-01-16 22:00:00;Albacete-Chinchilla de Monte-Aragón;5,0
2017-01-16 22:00:00;Badajoz-Badajoz;5,0
2017-01-16 22:00:00;Badajoz-Pueblonuevo del Guadiana;5,0
2017-01-16 22:00:00;Badajoz-Talavera la Real;5,0
2017-01-16 22:00:00;Barcelona-Sant Climent de Llobregat;8,0
2017-01-16 22:00:00;Barcelona-Viladecans;8,0
2017-01-16 22:00:00;Cantabria-Camargo;12,0
2017-01-16 22:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 22:00:00;Córdoba-Córdoba;6,0
2017-01-16 22:00:00;Córdoba-Palma del Río;7,0
2017-01-16 22:00:00;Madrid-Alcobendas;7,0
2017-01-16 22:00:00;Madrid-Coslada;7,0
2017-01-16 22:00:00;Madrid-Madrid;9,0
2017-01-16 22:00:00;Madrid-Torrejón de Ardoz;9,0
2017-01-16 22:00:00;Málaga-Alhaurín de la Torre;11,0
2017-01-16 22:00:00;Málaga-Cártama;10,0
2017-01-16 22:00:00;Málaga-Málaga;13,0
2017-01-16 22:00:00;València/Valencia-Aldaia;10,0
2017-01-16 22:00:00;València/Valencia-Manises;10,0
2017-01-16 22:00:00;València/Valencia-Paterna;11,0
2017-01-16 22:00:00;València/Valencia-Quart de Poblet;10,0
2017-01-16 22:00:00;Valladolid-Arroyo de la Encomienda;3,0
2017-01-16 22:00:00;Valladolid-Cistérniga;2,0
2017-01-16 22:00:00;Valladolid-Valladolid;3,0
2017-01-16 22:00:00;Valladolid-Zaratán;3,0
2017-01-16 22:00:00;Zaragoza-Zaragoza;9,0
2017-01-16 23:00:00;A Coruña-Cambre;8,0
2017-01-16 23:00:00;A Coruña-Culleredo;8,0
2017-01-16 23:00:00;Albacete-Albacete;7,0
2017-01-16 23:00:00;Albacete-Chinchilla de Monte-Aragón;4,0
2017-01-16 23:00:00;Badajoz-Badajoz;4,0
2017-01-16 23:00:00;Badajoz-Pueblonuevo del Guadiana;5,0
2017-01-16 23:00:00;Badajoz-Talavera la Real;5,0
2017-01-16 23:00:00;Barcelona-Sant Climent de Llobregat;7,0
2017-01-16 23:00:00;Barcelona-Viladecans;7,0
2017-01-16 23:00:00;Cantabria-Camargo;12,0
2017-01-16 23:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-16 23:00:00;Córdoba-Córdoba;5,0
2017-01-16 23:00:00;Córdoba-Palma del Río;6,0
2017-01-16 23:00:00;Madrid-Alcobendas;7,0
2017-01-16 23:00:00;Madrid-Coslada;6,0
2017-01-16 23:00:00;Madrid-Madrid;7,0
2017-01-16 23:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-16 23:00:00;Málaga-Alhaurín de la Torre;11,0
2017-01-16 23:00:00;Málaga-Cártama;9,0
2017-01-16 23:00:00;Málaga-Málaga;12,0
2017-01-16 23:00:00;València/Valencia-Aldaia;9,0
2017-01-16 23:00:00;València/Valencia-Manises;9,0
2017-01-16 23:00:00;València/Valencia-Paterna;10,0
2017-01-16 23:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-16 23:00:00;Valladolid-Arroyo de la Encomienda;3,0
2017-01-16 23:00:00;Valladolid-Cistérniga;1,0
2017-01-16 23:00:00;Valladolid-Valladolid;3,0
2017-01-16 23:00:00;Valladolid-Zaratán;3,0
2017-01-16 23:00:00;Zaragoza-Zaragoza;8,0
2017-01-17 00:00:00;A Coruña-Cambre;8,0
2017-01-17 00:00:00;A Coruña-Culleredo;8,0
2017-01-17 00:00:00;Albacete-Albacete;6,0
2017-01-17 00:00:00;Albacete-Chinchilla de Monte-Aragón;4,0
2017-01-17 00:00:00;Badajoz-Badajoz;3,0
2017-01-17 00:00:00;Badajoz-Pueblonuevo del Guadiana;5,0
2017-01-17 00:00:00;Badajoz-Talavera la Real;4,0
2017-01-17 00:00:00;Barcelona-Sant Climent de Llobregat;6,0
2017-01-17 00:00:00;Barcelona-Viladecans;6,0
2017-01-17 00:00:00;Cantabria-Camargo;12,0
2017-01-17 00:00:00;Cantabria-Santa Cruz de Bezana;12,0
2017-01-17 00:00:00;Córdoba-Córdoba;4,0
2017-01-17 00:00:00;Córdoba-Palma del Río;5,0
2017-01-17 00:00:00;Madrid-Alcobendas;7,0
2017-01-17 00:00:00;Madrid-Coslada;7,0
2017-01-17 00:00:00;Madrid-Madrid;8,0
2017-01-17 00:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-17 00:00:00;Málaga-Alhaurín de la Torre;10,0
2017-01-17 00:00:00;Málaga-Cártama;9,0
2017-01-17 00:00:00;Málaga-Málaga;12,0
2017-01-17 00:00:00;València/Valencia-Aldaia;9,0
2017-01-17 00:00:00;València/Valencia-Manises;9,0
2017-01-17 00:00:00;València/Valencia-Paterna;9,0
2017-01-17 00:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-17 00:00:00;Valladolid-Arroyo de la Encomienda;3,0
2017-01-17 00:00:00;Valladolid-Cistérniga;1,0
2017-01-17 00:00:00;Valladolid-Valladolid;3,0
2017-01-17 00:00:00;Valladolid-Zaratán;3,0
2017-01-17 00:00:00;Zaragoza-Zaragoza;8,0
2017-01-17 01:00:00;A Coruña-Cambre;8,0
2017-01-17 01:00:00;A Coruña-Culleredo;8,0
2017-01-17 01:00:00;Albacete-Albacete;5,0
2017-01-17 01:00:00;Albacete-Chinchilla de Monte-Aragón;4,0
2017-01-17 01:00:00;Badajoz-Badajoz;2,0
2017-01-17 01:00:00;Badajoz-Pueblonuevo del Guadiana;4,0
2017-01-17 01:00:00;Badajoz-Talavera la Real;3,0
2017-01-17 01:00:00;Barcelona-Sant Climent de Llobregat;5,0
2017-01-17 01:00:00;Barcelona-Viladecans;5,0
2017-01-17 01:00:00;Cantabria-Camargo;11,0
2017-01-17 01:00:00;Cantabria-Santa Cruz de Bezana;11,0
2017-01-17 01:00:00;Córdoba-Córdoba;3,0
2017-01-17 01:00:00;Córdoba-Palma del Río;5,0
2017-01-17 01:00:00;Madrid-Alcobendas;7,0
2017-01-17 01:00:00;Madrid-Coslada;7,0
2017-01-17 01:00:00;Madrid-Madrid;7,0
2017-01-17 01:00:00;Madrid-Torrejón de Ardoz;8,0
2017-01-17 01:00:00;Málaga-Alhaurín de la Torre;10,0
2017-01-17 01:00:00;Málaga-Cártama;9,0
2017-01-17 01:00:00;Málaga-Málaga;12,0
2017-01-17 01:00:00;València/Valencia-Aldaia;9,0
2017-01-17 01:00:00;València/Valencia-Manises;9,0
2017-01-17 01:00:00;València/Valencia-Paterna;10,0
2017-01-17 01:00:00;València/Valencia-Quart de Poblet;9,0
2017-01-17 01:00:00;Valladolid-Arroyo de la Encomienda;2,0
