,Provincia,Fecha,Temperatura,Comunidad,Zona
757,Badajoz,2017-01-23 03:00:00,1.0,Extremadura,Centro
758,Badajoz,2017-01-23 04:00:00,0.6666666666666666,Extremadura,Centro
759,Badajoz,2017-01-23 05:00:00,0.0,Extremadura,Centro
760,Badajoz,2017-01-23 06:00:00,-0.6666666666666666,Extremadura,Centro
761,Badajoz,2017-01-23 07:00:00,-1.6666666666666667,Extremadura,Centro
762,Badajoz,2017-01-23 08:00:00,-0.3333333333333333,Extremadura,Centro
763,Badajoz,2017-01-23 09:00:00,1.3333333333333333,Extremadura,Centro
764,Badajoz,2017-01-23 10:00:00,4.0,Extremadura,Centro
765,Badajoz,2017-01-23 11:00:00,7.0,Extremadura,Centro
766,Badajoz,2017-01-23 12:00:00,10.333333333333334,Extremadura,Centro
767,Badajoz,2017-01-23 13:00:00,11.0,Extremadura,Centro
768,Badajoz,2017-01-23 14:00:00,12.0,Extremadura,Centro
769,Badajoz,2017-01-23 15:00:00,13.0,Extremadura,Centro
770,Badajoz,2017-01-23 16:00:00,11.333333333333334,Extremadura,Centro
771,Badajoz,2017-01-23 17:00:00,10.0,Extremadura,Centro
772,Badajoz,2017-01-23 18:00:00,8.333333333333334,Extremadura,Centro
773,Badajoz,2017-01-23 19:00:00,7.0,Extremadura,Centro
774,Badajoz,2017-01-23 20:00:00,6.0,Extremadura,Centro
775,Badajoz,2017-01-23 21:00:00,4.666666666666667,Extremadura,Centro
776,Badajoz,2017-01-23 22:00:00,4.0,Extremadura,Centro
777,Badajoz,2017-01-23 23:00:00,3.0,Extremadura,Centro
778,Badajoz,2017-01-24 00:00:00,2.0,Extremadura,Centro
779,Badajoz,2017-01-24 01:00:00,3.6666666666666665,Extremadura,Centro
780,Badajoz,2017-01-24 02:00:00,1.6666666666666667,Extremadura,Centro
781,Badajoz,2017-01-24 03:00:00,0.6666666666666666,Extremadura,Centro
782,Badajoz,2017-01-24 04:00:00,-0.3333333333333333,Extremadura,Centro
783,Badajoz,2017-01-24 05:00:00,-1.6666666666666667,Extremadura,Centro
784,Badajoz,2017-01-24 06:00:00,-1.0,Extremadura,Centro
785,Badajoz,2017-01-24 07:00:00,-2.3333333333333335,Extremadura,Centro
786,Badajoz,2017-01-24 08:00:00,-1.0,Extremadura,Centro
787,Badajoz,2017-01-24 09:00:00,0.6666666666666666,Extremadura,Centro
788,Badajoz,2017-01-24 10:00:00,4.0,Extremadura,Centro
789,Badajoz,2017-01-24 11:00:00,7.333333333333333,Extremadura,Centro
790,Badajoz,2017-01-24 12:00:00,11.0,Extremadura,Centro
791,Badajoz,2017-01-24 13:00:00,12.333333333333334,Extremadura,Centro
792,Badajoz,2017-01-24 14:00:00,13.333333333333334,Extremadura,Centro
793,Badajoz,2017-01-24 15:00:00,14.333333333333334,Extremadura,Centro
794,Badajoz,2017-01-24 16:00:00,13.0,Extremadura,Centro
795,Badajoz,2017-01-24 17:00:00,10.666666666666666,Extremadura,Centro
796,Badajoz,2017-01-24 18:00:00,9.0,Extremadura,Centro
797,Badajoz,2017-01-24 19:00:00,7.666666666666667,Extremadura,Centro
798,Badajoz,2017-01-24 20:00:00,5.666666666666667,Extremadura,Centro
799,Badajoz,2017-01-24 21:00:00,4.666666666666667,Extremadura,Centro
800,Badajoz,2017-01-24 22:00:00,3.6666666666666665,Extremadura,Centro
801,Badajoz,2017-01-24 23:00:00,2.6666666666666665,Extremadura,Centro
802,Badajoz,2017-01-25 00:00:00,2.3333333333333335,Extremadura,Centro
803,Badajoz,2017-01-25 01:00:00,3.0,Extremadura,Centro
804,Badajoz,2017-01-25 02:00:00,0.6666666666666666,Extremadura,Centro
805,Badajoz,2017-01-25 03:00:00,1.0,Extremadura,Centro
806,Badajoz,2017-01-25 04:00:00,0.6666666666666666,Extremadura,Centro
807,Badajoz,2017-01-25 05:00:00,-0.6666666666666666,Extremadura,Centro
808,Badajoz,2017-01-25 06:00:00,-1.0,Extremadura,Centro
809,Badajoz,2017-01-25 07:00:00,-2.6666666666666665,Extremadura,Centro
810,Badajoz,2017-01-25 08:00:00,-2.0,Extremadura,Centro
811,Badajoz,2017-01-25 09:00:00,-1.0,Extremadura,Centro
812,Badajoz,2017-01-25 10:00:00,3.0,Extremadura,Centro
813,Badajoz,2017-01-25 11:00:00,7.333333333333333,Extremadura,Centro
814,Badajoz,2017-01-25 12:00:00,11.333333333333334,Extremadura,Centro
815,Badajoz,2017-01-25 13:00:00,12.333333333333334,Extremadura,Centro
816,Badajoz,2017-01-25 14:00:00,13.333333333333334,Extremadura,Centro
817,Badajoz,2017-01-25 15:00:00,14.666666666666666,Extremadura,Centro
818,Badajoz,2017-01-25 16:00:00,13.0,Extremadura,Centro
819,Badajoz,2017-01-25 17:00:00,10.666666666666666,Extremadura,Centro
820,Badajoz,2017-01-25 18:00:00,8.666666666666666,Extremadura,Centro
821,Badajoz,2017-01-25 19:00:00,8.0,Extremadura,Centro
822,Badajoz,2017-01-25 20:00:00,6.666666666666667,Extremadura,Centro
823,Badajoz,2017-01-25 21:00:00,5.333333333333333,Extremadura,Centro
824,Badajoz,2017-01-25 22:00:00,5.666666666666667,Extremadura,Centro
825,Badajoz,2017-01-25 23:00:00,3.6666666666666665,Extremadura,Centro
826,Badajoz,2017-01-26 00:00:00,4.333333333333333,Extremadura,Centro
827,Badajoz,2017-01-26 01:00:00,4.0,Extremadura,Centro
828,Badajoz,2017-01-26 02:00:00,3.6666666666666665,Extremadura,Centro
829,Badajoz,2017-01-26 03:00:00,4.333333333333333,Extremadura,Centro
830,Badajoz,2017-01-26 04:00:00,3.3333333333333335,Extremadura,Centro
831,Badajoz,2017-01-26 05:00:00,2.6666666666666665,Extremadura,Centro
832,Badajoz,2017-01-26 06:00:00,2.3333333333333335,Extremadura,Centro
833,Badajoz,2017-01-26 07:00:00,3.0,Extremadura,Centro
834,Badajoz,2017-01-26 08:00:00,4.333333333333333,Extremadura,Centro
835,Badajoz,2017-01-26 09:00:00,4.666666666666667,Extremadura,Centro
836,Badajoz,2017-01-26 10:00:00,7.666666666666667,Extremadura,Centro
837,Badajoz,2017-01-26 11:00:00,10.666666666666666,Extremadura,Centro
838,Badajoz,2017-01-26 12:00:00,14.0,Extremadura,Centro
839,Badajoz,2017-01-26 13:00:00,13.666666666666666,Extremadura,Centro
840,Badajoz,2017-01-26 14:00:00,13.666666666666666,Extremadura,Centro
841,Badajoz,2017-01-26 15:00:00,13.0,Extremadura,Centro
842,Badajoz,2017-01-26 16:00:00,12.333333333333334,Extremadura,Centro
843,Badajoz,2017-01-26 17:00:00,12.0,Extremadura,Centro
844,Badajoz,2017-01-26 18:00:00,11.666666666666666,Extremadura,Centro
845,Badajoz,2017-01-26 19:00:00,11.333333333333334,Extremadura,Centro
846,Badajoz,2017-01-26 20:00:00,10.666666666666666,Extremadura,Centro
847,Badajoz,2017-01-26 21:00:00,10.0,Extremadura,Centro
848,Badajoz,2017-01-26 22:00:00,9.333333333333334,Extremadura,Centro
849,Badajoz,2017-01-26 23:00:00,9.0,Extremadura,Centro
850,Badajoz,2017-01-27 00:00:00,8.666666666666666,Extremadura,Centro
851,Badajoz,2017-01-27 01:00:00,8.0,Extremadura,Centro
852,Badajoz,2017-01-27 02:00:00,7.333333333333333,Extremadura,Centro
853,Badajoz,2017-01-27 03:00:00,6.333333333333333,Extremadura,Centro
854,Badajoz,2017-01-27 04:00:00,6.333333333333333,Extremadura,Centro
855,Badajoz,2017-01-27 05:00:00,6.333333333333333,Extremadura,Centro
856,Badajoz,2017-01-27 06:00:00,6.333333333333333,Extremadura,Centro
857,Badajoz,2017-01-27 07:00:00,6.0,Extremadura,Centro
858,Badajoz,2017-01-27 08:00:00,5.666666666666667,Extremadura,Centro
859,Badajoz,2017-01-27 09:00:00,6.0,Extremadura,Centro
860,Badajoz,2017-01-27 10:00:00,7.666666666666667,Extremadura,Centro
861,Badajoz,2017-01-27 11:00:00,10.0,Extremadura,Centro
862,Badajoz,2017-01-27 12:00:00,12.0,Extremadura,Centro
863,Badajoz,2017-01-27 13:00:00,11.333333333333334,Extremadura,Centro
864,Badajoz,2017-01-27 14:00:00,12.666666666666666,Extremadura,Centro
865,Badajoz,2017-01-27 15:00:00,12.333333333333334,Extremadura,Centro
866,Badajoz,2017-01-27 16:00:00,12.0,Extremadura,Centro
867,Badajoz,2017-01-27 17:00:00,11.0,Extremadura,Centro
868,Badajoz,2017-01-27 18:00:00,10.0,Extremadura,Centro
869,Badajoz,2017-01-27 19:00:00,9.333333333333334,Extremadura,Centro
870,Badajoz,2017-01-27 20:00:00,8.333333333333334,Extremadura,Centro
871,Badajoz,2017-01-27 21:00:00,7.333333333333333,Extremadura,Centro
872,Badajoz,2017-01-27 22:00:00,6.666666666666667,Extremadura,Centro
873,Badajoz,2017-01-27 23:00:00,5.666666666666667,Extremadura,Centro
874,Badajoz,2017-01-28 00:00:00,5.0,Extremadura,Centro
875,Badajoz,2017-01-28 01:00:00,4.666666666666667,Extremadura,Centro
876,Badajoz,2017-01-28 02:00:00,4.0,Extremadura,Centro
877,Badajoz,2017-01-28 03:00:00,3.3333333333333335,Extremadura,Centro
878,Badajoz,2017-01-28 04:00:00,3.6666666666666665,Extremadura,Centro
879,Badajoz,2017-01-28 05:00:00,4.333333333333333,Extremadura,Centro
880,Badajoz,2017-01-28 06:00:00,4.0,Extremadura,Centro
881,Badajoz,2017-01-28 07:00:00,1.3333333333333333,Extremadura,Centro
882,Badajoz,2017-01-28 08:00:00,3.0,Extremadura,Centro
883,Badajoz,2017-01-28 09:00:00,4.666666666666667,Extremadura,Centro
884,Badajoz,2017-01-28 10:00:00,7.666666666666667,Extremadura,Centro
885,Badajoz,2017-01-28 11:00:00,11.0,Extremadura,Centro
886,Badajoz,2017-01-28 12:00:00,14.0,Extremadura,Centro
887,Badajoz,2017-01-28 13:00:00,14.666666666666666,Extremadura,Centro
888,Badajoz,2017-01-28 14:00:00,15.0,Extremadura,Centro
889,Badajoz,2017-01-28 15:00:00,16.0,Extremadura,Centro
890,Badajoz,2017-01-28 16:00:00,14.333333333333334,Extremadura,Centro
891,Badajoz,2017-01-28 17:00:00,13.0,Extremadura,Centro
892,Badajoz,2017-01-28 18:00:00,11.666666666666666,Extremadura,Centro
893,Badajoz,2017-01-28 19:00:00,11.333333333333334,Extremadura,Centro
894,Badajoz,2017-01-28 20:00:00,10.666666666666666,Extremadura,Centro
895,Badajoz,2017-01-28 21:00:00,9.666666666666666,Extremadura,Centro
896,Badajoz,2017-01-28 22:00:00,9.333333333333334,Extremadura,Centro
897,Badajoz,2017-01-28 23:00:00,9.333333333333334,Extremadura,Centro
898,Badajoz,2017-01-29 00:00:00,9.0,Extremadura,Centro
899,Badajoz,2017-01-29 01:00:00,9.0,Extremadura,Centro
900,Badajoz,2017-01-29 02:00:00,8.333333333333334,Extremadura,Centro
901,Badajoz,2017-01-29 03:00:00,8.333333333333334,Extremadura,Centro
902,Badajoz,2017-01-29 04:00:00,7.666666666666667,Extremadura,Centro
903,Badajoz,2017-01-29 05:00:00,6.666666666666667,Extremadura,Centro
904,Badajoz,2017-01-29 06:00:00,6.666666666666667,Extremadura,Centro
905,Badajoz,2017-01-29 07:00:00,6.666666666666667,Extremadura,Centro
906,Badajoz,2017-01-29 08:00:00,6.666666666666667,Extremadura,Centro
907,Badajoz,2017-01-29 09:00:00,6.666666666666667,Extremadura,Centro
908,Badajoz,2017-01-29 10:00:00,8.666666666666666,Extremadura,Centro
909,Badajoz,2017-01-29 11:00:00,10.666666666666666,Extremadura,Centro
910,Badajoz,2017-01-29 12:00:00,12.333333333333334,Extremadura,Centro
911,Badajoz,2017-01-29 13:00:00,13.0,Extremadura,Centro
912,Badajoz,2017-01-29 14:00:00,13.666666666666666,Extremadura,Centro
913,Badajoz,2017-01-29 15:00:00,14.333333333333334,Extremadura,Centro
914,Badajoz,2017-01-29 16:00:00,14.0,Extremadura,Centro
915,Badajoz,2017-01-29 17:00:00,13.666666666666666,Extremadura,Centro
916,Badajoz,2017-01-29 18:00:00,13.333333333333334,Extremadura,Centro
917,Badajoz,2017-01-29 19:00:00,14.0,Extremadura,Centro
918,Badajoz,2017-01-29 20:00:00,13.333333333333334,Extremadura,Centro
919,Badajoz,2017-01-29 21:00:00,12.666666666666666,Extremadura,Centro
920,Badajoz,2017-01-29 22:00:00,11.333333333333334,Extremadura,Centro
921,Badajoz,2017-01-29 23:00:00,10.333333333333334,Extremadura,Centro
922,Badajoz,2017-01-30 00:00:00,9.0,Extremadura,Centro
923,Badajoz,2017-01-30 01:00:00,8.666666666666666,Extremadura,Centro
924,Badajoz,2017-01-30 02:00:00,8.333333333333334,Extremadura,Centro
925,Badajoz,2017-01-30 03:00:00,8.666666666666666,Extremadura,Centro
926,Badajoz,2017-01-30 04:00:00,8.666666666666666,Extremadura,Centro
927,Badajoz,2017-01-30 05:00:00,8.666666666666666,Extremadura,Centro
928,Badajoz,2017-01-30 06:00:00,8.666666666666666,Extremadura,Centro
929,Badajoz,2017-01-30 07:00:00,7.666666666666667,Extremadura,Centro
930,Badajoz,2017-01-30 08:00:00,8.333333333333334,Extremadura,Centro
931,Badajoz,2017-01-30 09:00:00,8.666666666666666,Extremadura,Centro
932,Badajoz,2017-01-30 10:00:00,10.333333333333334,Extremadura,Centro
933,Badajoz,2017-01-30 11:00:00,12.0,Extremadura,Centro
934,Badajoz,2017-01-30 12:00:00,13.666666666666666,Extremadura,Centro
935,Badajoz,2017-01-30 13:00:00,14.666666666666666,Extremadura,Centro
936,Badajoz,2017-01-30 14:00:00,16.333333333333332,Extremadura,Centro
937,Badajoz,2017-01-30 15:00:00,17.666666666666668,Extremadura,Centro
938,Badajoz,2017-01-30 16:00:00,16.333333333333332,Extremadura,Centro
939,Badajoz,2017-01-30 17:00:00,14.333333333333334,Extremadura,Centro
940,Badajoz,2017-01-30 18:00:00,13.333333333333334,Extremadura,Centro
941,Badajoz,2017-01-30 19:00:00,12.0,Extremadura,Centro
942,Badajoz,2017-01-30 20:00:00,10.0,Extremadura,Centro
943,Badajoz,2017-01-30 21:00:00,8.666666666666666,Extremadura,Centro
944,Badajoz,2017-01-30 22:00:00,8.333333333333334,Extremadura,Centro
945,Badajoz,2017-01-30 23:00:00,7.666666666666667,Extremadura,Centro
946,Barcelona,2017-01-11 07:00:00,4.0,Cataluña,Norte
947,Barcelona,2017-01-11 08:00:00,5.0,Cataluña,Norte
948,Barcelona,2017-01-11 09:00:00,7.0,Cataluña,Norte
949,Barcelona,2017-01-11 10:00:00,8.0,Cataluña,Norte
950,Barcelona,2017-01-11 11:00:00,10.0,Cataluña,Norte
951,Barcelona,2017-01-11 12:00:00,11.0,Cataluña,Norte
952,Barcelona,2017-01-11 13:00:00,11.0,Cataluña,Norte
953,Barcelona,2017-01-11 14:00:00,12.0,Cataluña,Norte
954,Barcelona,2017-01-11 15:00:00,12.0,Cataluña,Norte
955,Barcelona,2017-01-11 16:00:00,13.0,Cataluña,Norte
956,Barcelona,2017-01-11 17:00:00,11.0,Cataluña,Norte
957,Barcelona,2017-01-11 18:00:00,11.0,Cataluña,Norte
958,Barcelona,2017-01-11 19:00:00,12.0,Cataluña,Norte
959,Barcelona,2017-01-11 20:00:00,12.0,Cataluña,Norte
960,Barcelona,2017-01-11 21:00:00,12.0,Cataluña,Norte
961,Barcelona,2017-01-11 22:00:00,12.0,Cataluña,Norte
962,Barcelona,2017-01-11 23:00:00,11.0,Cataluña,Norte
963,Barcelona,2017-01-12 00:00:00,11.0,Cataluña,Norte
964,Barcelona,2017-01-12 01:00:00,10.0,Cataluña,Norte
965,Barcelona,2017-01-12 02:00:00,9.0,Cataluña,Norte
966,Barcelona,2017-01-12 03:00:00,7.0,Cataluña,Norte
967,Barcelona,2017-01-12 04:00:00,7.0,Cataluña,Norte
968,Barcelona,2017-01-12 05:00:00,7.0,Cataluña,Norte
969,Barcelona,2017-01-12 06:00:00,7.0,Cataluña,Norte
970,Barcelona,2017-01-12 07:00:00,7.0,Cataluña,Norte
971,Barcelona,2017-01-12 08:00:00,8.0,Cataluña,Norte
972,Barcelona,2017-01-12 09:00:00,9.0,Cataluña,Norte
973,Barcelona,2017-01-12 10:00:00,10.0,Cataluña,Norte
974,Barcelona,2017-01-12 11:00:00,12.0,Cataluña,Norte
975,Barcelona,2017-01-12 12:00:00,14.0,Cataluña,Norte
976,Barcelona,2017-01-12 13:00:00,15.0,Cataluña,Norte
977,Barcelona,2017-01-12 14:00:00,16.0,Cataluña,Norte
978,Barcelona,2017-01-12 15:00:00,16.0,Cataluña,Norte
979,Barcelona,2017-01-12 16:00:00,15.0,Cataluña,Norte
980,Barcelona,2017-01-12 17:00:00,14.0,Cataluña,Norte
981,Barcelona,2017-01-12 18:00:00,13.0,Cataluña,Norte
982,Barcelona,2017-01-12 19:00:00,13.0,Cataluña,Norte
983,Barcelona,2017-01-12 20:00:00,12.0,Cataluña,Norte
984,Barcelona,2017-01-12 21:00:00,12.0,Cataluña,Norte
985,Barcelona,2017-01-12 22:00:00,13.0,Cataluña,Norte
986,Barcelona,2017-01-12 23:00:00,12.0,Cataluña,Norte
987,Barcelona,2017-01-13 00:00:00,12.0,Cataluña,Norte
988,Barcelona,2017-01-13 01:00:00,12.0,Cataluña,Norte
989,Barcelona,2017-01-13 02:00:00,13.0,Cataluña,Norte
990,Barcelona,2017-01-13 03:00:00,12.0,Cataluña,Norte
991,Barcelona,2017-01-13 04:00:00,12.0,Cataluña,Norte
992,Barcelona,2017-01-13 05:00:00,12.0,Cataluña,Norte
993,Barcelona,2017-01-13 06:00:00,12.0,Cataluña,Norte
994,Barcelona,2017-01-13 07:00:00,10.0,Cataluña,Norte
995,Barcelona,2017-01-13 08:00:00,9.0,Cataluña,Norte
996,Barcelona,2017-01-13 09:00:00,10.0,Cataluña,Norte
997,Barcelona,2017-01-13 10:00:00,11.0,Cataluña,Norte
998,Barcelona,2017-01-13 11:00:00,12.0,Cataluña,Norte
999,Barcelona,2017-01-13 12:00:00,13.0,Cataluña,Norte
1000,Barcelona,2017-01-13 13:00:00,14.0,Cataluña,Norte
1001,Barcelona,2017-01-13 14:00:00,14.0,Cataluña,Norte
1002,Barcelona,2017-01-13 15:00:00,14.0,Cataluña,Norte
1003,Barcelona,2017-01-13 16:00:00,13.0,Cataluña,Norte
1004,Barcelona,2017-01-13 17:00:00,12.0,Cataluña,Norte
1005,Barcelona,2017-01-13 18:00:00,11.0,Cataluña,Norte
1006,Barcelona,2017-01-13 19:00:00,9.0,Cataluña,Norte
1007,Barcelona,2017-01-13 20:00:00,9.0,Cataluña,Norte
1008,Barcelona,2017-01-13 21:00:00,8.0,Cataluña,Norte
1009,Barcelona,2017-01-13 22:00:00,7.0,Cataluña,Norte
1010,Barcelona,2017-01-13 23:00:00,6.0,Cataluña,Norte
1011,Barcelona,2017-01-14 00:00:00,6.0,Cataluña,Norte
1012,Barcelona,2017-01-14 01:00:00,6.0,Cataluña,Norte
1013,Barcelona,2017-01-14 02:00:00,6.0,Cataluña,Norte
1014,Barcelona,2017-01-14 03:00:00,5.0,Cataluña,Norte
1015,Barcelona,2017-01-14 04:00:00,5.0,Cataluña,Norte
1016,Barcelona,2017-01-14 05:00:00,5.0,Cataluña,Norte
1017,Barcelona,2017-01-14 06:00:00,4.0,Cataluña,Norte
1018,Barcelona,2017-01-14 07:00:00,5.0,Cataluña,Norte
1019,Barcelona,2017-01-14 08:00:00,6.0,Cataluña,Norte
1020,Barcelona,2017-01-14 09:00:00,6.0,Cataluña,Norte
1021,Barcelona,2017-01-14 10:00:00,7.0,Cataluña,Norte
1022,Barcelona,2017-01-14 11:00:00,9.0,Cataluña,Norte
1023,Barcelona,2017-01-14 12:00:00,11.0,Cataluña,Norte
1024,Barcelona,2017-01-14 13:00:00,12.0,Cataluña,Norte
1025,Barcelona,2017-01-14 14:00:00,12.0,Cataluña,Norte
1026,Barcelona,2017-01-14 15:00:00,12.0,Cataluña,Norte
1027,Barcelona,2017-01-14 16:00:00,11.0,Cataluña,Norte
1028,Barcelona,2017-01-14 17:00:00,10.0,Cataluña,Norte
1029,Barcelona,2017-01-14 18:00:00,9.0,Cataluña,Norte
1030,Barcelona,2017-01-14 19:00:00,8.0,Cataluña,Norte
1031,Barcelona,2017-01-14 20:00:00,7.0,Cataluña,Norte
1032,Barcelona,2017-01-14 21:00:00,7.0,Cataluña,Norte
1033,Barcelona,2017-01-14 22:00:00,6.0,Cataluña,Norte
1034,Barcelona,2017-01-14 23:00:00,6.0,Cataluña,Norte
1035,Barcelona,2017-01-15 00:00:00,5.0,Cataluña,Norte
1036,Barcelona,2017-01-15 01:00:00,5.0,Cataluña,Norte
1037,Barcelona,2017-01-15 02:00:00,5.0,Cataluña,Norte
1038,Barcelona,2017-01-15 03:00:00,5.0,Cataluña,Norte
1039,Barcelona,2017-01-15 04:00:00,5.0,Cataluña,Norte
1040,Barcelona,2017-01-15 05:00:00,5.0,Cataluña,Norte
1041,Barcelona,2017-01-15 06:00:00,5.0,Cataluña,Norte
1042,Barcelona,2017-01-15 07:00:00,5.0,Cataluña,Norte
1043,Barcelona,2017-01-15 08:00:00,5.0,Cataluña,Norte
1044,Barcelona,2017-01-15 09:00:00,6.0,Cataluña,Norte
1045,Barcelona,2017-01-15 10:00:00,7.0,Cataluña,Norte
1046,Barcelona,2017-01-15 11:00:00,9.0,Cataluña,Norte
1047,Barcelona,2017-01-15 12:00:00,11.0,Cataluña,Norte
1048,Barcelona,2017-01-15 13:00:00,12.0,Cataluña,Norte
1049,Barcelona,2017-01-15 14:00:00,12.0,Cataluña,Norte
1050,Barcelona,2017-01-15 15:00:00,13.0,Cataluña,Norte
1051,Barcelona,2017-01-15 16:00:00,11.0,Cataluña,Norte
1052,Barcelona,2017-01-15 17:00:00,9.0,Cataluña,Norte
1053,Barcelona,2017-01-15 18:00:00,9.0,Cataluña,Norte
1054,Barcelona,2017-01-15 19:00:00,10.0,Cataluña,Norte
1055,Barcelona,2017-01-15 20:00:00,9.0,Cataluña,Norte
1056,Barcelona,2017-01-15 21:00:00,7.0,Cataluña,Norte
1057,Barcelona,2017-01-15 22:00:00,7.0,Cataluña,Norte
1058,Barcelona,2017-01-15 23:00:00,6.0,Cataluña,Norte
1059,Barcelona,2017-01-16 00:00:00,6.0,Cataluña,Norte
1060,Barcelona,2017-01-16 01:00:00,6.0,Cataluña,Norte
1061,Barcelona,2017-01-16 02:00:00,6.0,Cataluña,Norte
1062,Barcelona,2017-01-16 03:00:00,6.0,Cataluña,Norte
1063,Barcelona,2017-01-16 04:00:00,5.0,Cataluña,Norte
1064,Barcelona,2017-01-16 05:00:00,5.0,Cataluña,Norte
1065,Barcelona,2017-01-16 06:00:00,5.0,Cataluña,Norte
1066,Barcelona,2017-01-16 07:00:00,4.0,Cataluña,Norte
1067,Barcelona,2017-01-16 08:00:00,5.0,Cataluña,Norte
1068,Barcelona,2017-01-16 09:00:00,6.0,Cataluña,Norte
1069,Barcelona,2017-01-16 10:00:00,8.0,Cataluña,Norte
1070,Barcelona,2017-01-16 11:00:00,9.0,Cataluña,Norte
1071,Barcelona,2017-01-16 12:00:00,11.0,Cataluña,Norte
1072,Barcelona,2017-01-16 13:00:00,11.0,Cataluña,Norte
1073,Barcelona,2017-01-16 14:00:00,12.0,Cataluña,Norte
1074,Barcelona,2017-01-16 15:00:00,11.0,Cataluña,Norte
1075,Barcelona,2017-01-16 16:00:00,11.0,Cataluña,Norte
1076,Barcelona,2017-01-16 17:00:00,10.0,Cataluña,Norte
1077,Barcelona,2017-01-16 18:00:00,10.0,Cataluña,Norte
1078,Barcelona,2017-01-16 19:00:00,10.0,Cataluña,Norte
1079,Barcelona,2017-01-16 20:00:00,9.0,Cataluña,Norte
1080,Barcelona,2017-01-16 21:00:00,9.0,Cataluña,Norte
1081,Barcelona,2017-01-16 22:00:00,8.0,Cataluña,Norte
1082,Barcelona,2017-01-16 23:00:00,7.0,Cataluña,Norte
1083,Barcelona,2017-01-17 00:00:00,6.0,Cataluña,Norte
1084,Barcelona,2017-01-17 01:00:00,5.0,Cataluña,Norte
1085,Barcelona,2017-01-17 02:00:00,5.0,Cataluña,Norte
1086,Barcelona,2017-01-17 03:00:00,4.0,Cataluña,Norte
1087,Barcelona,2017-01-17 04:00:00,3.0,Cataluña,Norte
1088,Barcelona,2017-01-17 05:00:00,4.0,Cataluña,Norte
1089,Barcelona,2017-01-17 06:00:00,4.0,Cataluña,Norte
1090,Barcelona,2017-01-17 07:00:00,4.0,Cataluña,Norte
1091,Barcelona,2017-01-17 08:00:00,4.0,Cataluña,Norte
1092,Barcelona,2017-01-17 09:00:00,5.0,Cataluña,Norte
1093,Barcelona,2017-01-17 10:00:00,5.0,Cataluña,Norte
1094,Barcelona,2017-01-17 11:00:00,6.0,Cataluña,Norte
1095,Barcelona,2017-01-17 12:00:00,7.0,Cataluña,Norte
1096,Barcelona,2017-01-17 13:00:00,7.0,Cataluña,Norte
1097,Barcelona,2017-01-17 14:00:00,7.0,Cataluña,Norte
1098,Barcelona,2017-01-17 15:00:00,8.0,Cataluña,Norte
1099,Barcelona,2017-01-17 16:00:00,8.0,Cataluña,Norte
1100,Barcelona,2017-01-17 17:00:00,5.0,Cataluña,Norte
1101,Barcelona,2017-01-17 18:00:00,5.0,Cataluña,Norte
1102,Barcelona,2017-01-17 19:00:00,7.0,Cataluña,Norte
1103,Barcelona,2017-01-17 20:00:00,5.0,Cataluña,Norte
1104,Barcelona,2017-01-17 21:00:00,4.0,Cataluña,Norte
1105,Barcelona,2017-01-17 22:00:00,3.0,Cataluña,Norte
1106,Barcelona,2017-01-17 23:00:00,2.0,Cataluña,Norte
1107,Barcelona,2017-01-18 00:00:00,2.0,Cataluña,Norte
1108,Barcelona,2017-01-18 01:00:00,2.0,Cataluña,Norte
1109,Barcelona,2017-01-18 02:00:00,2.0,Cataluña,Norte
1110,Barcelona,2017-01-18 03:00:00,1.0,Cataluña,Norte
1111,Barcelona,2017-01-18 04:00:00,1.0,Cataluña,Norte
1112,Barcelona,2017-01-18 05:00:00,1.0,Cataluña,Norte
1113,Barcelona,2017-01-18 06:00:00,1.0,Cataluña,Norte
1114,Barcelona,2017-01-18 07:00:00,2.0,Cataluña,Norte
1115,Barcelona,2017-01-18 08:00:00,2.0,Cataluña,Norte
1116,Barcelona,2017-01-18 09:00:00,3.0,Cataluña,Norte
1117,Barcelona,2017-01-18 10:00:00,5.0,Cataluña,Norte
1118,Barcelona,2017-01-18 11:00:00,6.0,Cataluña,Norte
1119,Barcelona,2017-01-18 12:00:00,8.0,Cataluña,Norte
1120,Barcelona,2017-01-18 13:00:00,9.0,Cataluña,Norte
1121,Barcelona,2017-01-18 14:00:00,10.0,Cataluña,Norte
1122,Barcelona,2017-01-18 15:00:00,10.0,Cataluña,Norte
1123,Barcelona,2017-01-18 16:00:00,9.0,Cataluña,Norte
1124,Barcelona,2017-01-18 17:00:00,8.0,Cataluña,Norte
1125,Barcelona,2017-01-18 18:00:00,8.0,Cataluña,Norte
1126,Barcelona,2017-01-18 19:00:00,6.0,Cataluña,Norte
1127,Barcelona,2017-01-18 20:00:00,5.0,Cataluña,Norte
1128,Barcelona,2017-01-18 21:00:00,4.0,Cataluña,Norte
1129,Barcelona,2017-01-18 22:00:00,4.0,Cataluña,Norte
1130,Barcelona,2017-01-18 23:00:00,4.0,Cataluña,Norte
1131,Barcelona,2017-01-19 00:00:00,3.0,Cataluña,Norte
1132,Barcelona,2017-01-19 01:00:00,3.0,Cataluña,Norte
1133,Barcelona,2017-01-19 02:00:00,3.0,Cataluña,Norte
1134,Barcelona,2017-01-19 03:00:00,3.0,Cataluña,Norte
1135,Barcelona,2017-01-19 04:00:00,4.0,Cataluña,Norte
